customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
15083,female,26-35,north,sports,online,paytm mall,3,works fine but could be better.,neutral,27,yes,no,1,0,works fine but could be better,0,24-48h
15084,female,18-25,north,travel,online,myntra,4,fast delivery and great packaging.,positive,52,no,no,0,0,fast delivery and great packaging,1,>48h
15085,male,46-60,west,sports,online,jiomart,3,neutral about the quality.,neutral,1,yes,no,1,0,neutral about the quality,0,<12h
15086,female,60+,south,electronics,online,croma,5,fast delivery and great packaging.,positive,7,yes,no,1,0,fast delivery and great packaging,1,<12h
15087,male,60+,north,beauty,online,tata cliq,2,very disappointed with the quality.,negative,25,yes,yes,1,1,very disappointed with the quality,-1,24-48h
15088,other,18-25,west,travel,online,jiomart,1,customer service was unhelpful.,negative,51,no,yes,0,1,customer service was unhelpful,-1,>48h
15089,female,46-60,west,groceries,online,lenskart,3,average experience overall.,neutral,64,no,no,0,0,average experience overall,0,>48h
15090,female,26-35,west,home & kitchen,online,flipkart,3,average experience overall.,neutral,6,yes,no,1,0,average experience overall,0,<12h
15091,other,60+,east,electronics,online,amazon,5,great value for money.,positive,68,no,no,0,0,great value for money,1,>48h
15092,male,46-60,central,sports,online,tata cliq,3,works fine but could be better.,neutral,59,no,no,0,0,works fine but could be better,0,>48h
15093,female,46-60,north,home & kitchen,online,reliance digital,1,not worth the price.,negative,62,no,yes,0,1,not worth the price,-1,>48h
15094,female,60+,north,travel,online,facebook marketplace,5,excellent product! exceeded expectations.,positive,3,yes,no,1,0,excellent product exceeded expectations,1,<12h
15095,male,60+,south,home & kitchen,online,snapdeal,5,fast delivery and great packaging.,positive,15,yes,no,1,0,fast delivery and great packaging,1,12-24h
15096,male,18-25,central,sports,online,meesho,3,neutral about the quality.,neutral,40,yes,no,1,0,neutral about the quality,0,24-48h
15097,male,46-60,west,sports,online,snapdeal,1,very disappointed with the quality.,negative,33,yes,yes,1,1,very disappointed with the quality,-1,24-48h
15098,male,18-25,east,automobile,online,croma,5,"amazing experience, highly recommend!",positive,59,no,no,0,0,amazing experience highly recommend,1,>48h
15099,other,60+,central,groceries,online,others,4,fast delivery and great packaging.,positive,71,no,no,0,0,fast delivery and great packaging,1,>48h
15100,male,46-60,central,electronics,online,lenskart,5,"amazing experience, highly recommend!",positive,26,yes,no,1,0,amazing experience highly recommend,1,24-48h
15101,male,18-25,north,fashion,online,bigbasket,1,customer service was unhelpful.,negative,47,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15102,other,26-35,east,sports,online,jiomart,2,late delivery and poor packaging.,negative,30,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
15103,female,60+,central,home & kitchen,online,zepto,2,very disappointed with the quality.,negative,69,no,yes,0,1,very disappointed with the quality,-1,>48h
15104,other,46-60,north,home & kitchen,online,nykaa,4,great value for money.,positive,47,yes,no,1,0,great value for money,1,24-48h
15105,other,26-35,north,electronics,online,tata cliq,2,customer service was unhelpful.,negative,35,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15106,male,60+,south,groceries,online,shopclues,5,great value for money.,positive,23,yes,no,1,0,great value for money,1,12-24h
15107,female,46-60,central,sports,online,tata cliq,3,"delivery was fine, product is decent.",neutral,5,yes,no,1,0,delivery was fine product is decent,0,<12h
15108,male,18-25,south,home & kitchen,online,paytm mall,2,not worth the price.,negative,68,no,yes,0,1,not worth the price,-1,>48h
15109,female,26-35,west,automobile,online,nykaa,4,very satisfied with the quality.,positive,44,yes,no,1,0,very satisfied with the quality,1,24-48h
15110,other,60+,south,sports,online,others,4,"amazing experience, highly recommend!",positive,15,yes,no,1,0,amazing experience highly recommend,1,12-24h
15111,other,26-35,west,groceries,online,others,2,not worth the price.,negative,23,yes,yes,1,1,not worth the price,-1,12-24h
15112,other,18-25,central,beauty,online,ajio,1,very disappointed with the quality.,negative,3,yes,yes,1,1,very disappointed with the quality,-1,<12h
15113,male,46-60,north,books,online,meesho,5,excellent product! exceeded expectations.,positive,42,yes,no,1,0,excellent product exceeded expectations,1,24-48h
15114,male,60+,south,fashion,online,bigbasket,3,"delivery was fine, product is decent.",neutral,67,no,no,0,0,delivery was fine product is decent,0,>48h
15115,female,36-45,east,home & kitchen,online,facebook marketplace,1,not worth the price.,negative,46,yes,yes,1,1,not worth the price,-1,24-48h
15116,male,60+,north,automobile,online,facebook marketplace,4,fast delivery and great packaging.,positive,33,yes,no,1,0,fast delivery and great packaging,1,24-48h
15117,female,18-25,west,automobile,online,jiomart,4,"amazing experience, highly recommend!",positive,28,yes,no,1,0,amazing experience highly recommend,1,24-48h
15118,other,46-60,south,home & kitchen,online,swiggy instamart,2,late delivery and poor packaging.,negative,58,no,yes,0,1,late delivery and poor packaging,-1,>48h
15119,male,46-60,north,sports,online,flipkart,1,very disappointed with the quality.,negative,58,no,yes,0,1,very disappointed with the quality,-1,>48h
15120,other,60+,west,sports,online,swiggy instamart,5,great value for money.,positive,48,no,no,0,0,great value for money,1,24-48h
15121,other,36-45,north,sports,online,others,5,fast delivery and great packaging.,positive,23,yes,no,1,0,fast delivery and great packaging,1,12-24h
15122,other,60+,south,books,online,jiomart,4,"amazing experience, highly recommend!",positive,56,no,no,0,0,amazing experience highly recommend,1,>48h
15123,male,18-25,north,home & kitchen,online,myntra,2,late delivery and poor packaging.,negative,18,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
15124,male,18-25,north,groceries,online,lenskart,3,works fine but could be better.,neutral,26,yes,no,1,0,works fine but could be better,0,24-48h
15125,male,46-60,east,groceries,online,snapdeal,4,excellent product! exceeded expectations.,positive,23,yes,no,1,0,excellent product exceeded expectations,1,12-24h
15126,male,18-25,central,sports,online,meesho,5,excellent product! exceeded expectations.,positive,68,no,no,0,0,excellent product exceeded expectations,1,>48h
15127,male,60+,south,automobile,online,jiomart,5,fast delivery and great packaging.,positive,66,no,no,0,0,fast delivery and great packaging,1,>48h
15128,female,18-25,south,books,online,jiomart,4,great value for money.,positive,19,yes,no,1,0,great value for money,1,12-24h
15129,male,46-60,central,fashion,online,jiomart,4,great value for money.,positive,71,no,no,0,0,great value for money,1,>48h
15130,male,36-45,central,sports,online,reliance digital,2,customer service was unhelpful.,negative,45,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15131,other,46-60,south,fashion,online,zepto,1,not worth the price.,negative,60,no,yes,0,1,not worth the price,-1,>48h
15132,other,46-60,north,travel,online,croma,5,great value for money.,positive,38,yes,no,1,0,great value for money,1,24-48h
15133,other,36-45,west,electronics,online,boat,1,customer service was unhelpful.,negative,25,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15134,male,36-45,west,electronics,online,croma,3,neutral about the quality.,neutral,5,yes,no,1,0,neutral about the quality,0,<12h
15135,female,36-45,central,travel,online,ajio,3,average experience overall.,neutral,57,no,no,0,0,average experience overall,0,>48h
15136,female,46-60,west,groceries,online,meesho,2,not worth the price.,negative,58,no,yes,0,1,not worth the price,-1,>48h
15137,male,46-60,central,groceries,online,nykaa,2,very disappointed with the quality.,negative,32,yes,yes,1,1,very disappointed with the quality,-1,24-48h
15138,other,36-45,north,automobile,online,snapdeal,5,very satisfied with the quality.,positive,7,yes,no,1,0,very satisfied with the quality,1,<12h
15139,female,26-35,north,fashion,online,bigbasket,4,very satisfied with the quality.,positive,42,yes,no,1,0,very satisfied with the quality,1,24-48h
15140,other,18-25,west,beauty,online,tata cliq,3,neutral about the quality.,neutral,55,no,no,0,0,neutral about the quality,0,>48h
15141,male,46-60,west,home & kitchen,online,others,4,very satisfied with the quality.,positive,37,yes,no,1,0,very satisfied with the quality,1,24-48h
15142,female,26-35,south,home & kitchen,online,others,1,product stopped working after few days.,negative,32,yes,yes,1,1,product stopped working after few days,-1,24-48h
15143,male,36-45,east,fashion,online,facebook marketplace,1,late delivery and poor packaging.,negative,62,no,yes,0,1,late delivery and poor packaging,-1,>48h
15144,other,60+,south,groceries,online,paytm mall,5,very satisfied with the quality.,positive,49,no,no,0,0,very satisfied with the quality,1,>48h
15145,female,46-60,north,beauty,online,snapdeal,4,excellent product! exceeded expectations.,positive,66,no,no,0,0,excellent product exceeded expectations,1,>48h
15146,male,26-35,central,automobile,online,others,1,late delivery and poor packaging.,negative,28,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
15147,male,36-45,central,fashion,online,jiomart,2,very disappointed with the quality.,negative,36,yes,yes,1,1,very disappointed with the quality,-1,24-48h
15148,female,26-35,central,books,online,meesho,3,"product is okay, nothing special.",neutral,48,no,no,0,0,product is okay nothing special,0,24-48h
15149,male,46-60,east,fashion,online,myntra,2,late delivery and poor packaging.,negative,11,yes,yes,1,1,late delivery and poor packaging,-1,<12h
15150,male,18-25,north,sports,online,paytm mall,3,average experience overall.,neutral,46,yes,no,1,0,average experience overall,0,24-48h
15151,other,60+,east,groceries,online,ajio,5,excellent product! exceeded expectations.,positive,6,yes,no,1,0,excellent product exceeded expectations,1,<12h
15152,other,60+,west,books,online,jiomart,4,great value for money.,positive,29,yes,no,1,0,great value for money,1,24-48h
15153,female,26-35,north,automobile,online,reliance digital,4,"amazing experience, highly recommend!",positive,25,yes,no,1,0,amazing experience highly recommend,1,24-48h
15154,other,26-35,north,beauty,online,snapdeal,1,late delivery and poor packaging.,negative,61,no,yes,0,1,late delivery and poor packaging,-1,>48h
15155,female,36-45,central,electronics,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,49,no,no,0,0,delivery was fine product is decent,0,>48h
15156,male,46-60,north,books,online,snapdeal,4,excellent product! exceeded expectations.,positive,68,no,no,0,0,excellent product exceeded expectations,1,>48h
15157,other,46-60,east,travel,online,reliance digital,4,great value for money.,positive,4,yes,no,1,0,great value for money,1,<12h
15158,male,18-25,north,electronics,online,facebook marketplace,4,great value for money.,positive,68,no,no,0,0,great value for money,1,>48h
15159,other,46-60,north,beauty,online,swiggy instamart,4,very satisfied with the quality.,positive,2,yes,no,1,0,very satisfied with the quality,1,<12h
15160,female,18-25,west,travel,online,lenskart,2,late delivery and poor packaging.,negative,58,no,yes,0,1,late delivery and poor packaging,-1,>48h
15161,male,26-35,north,sports,online,ajio,5,"amazing experience, highly recommend!",positive,6,yes,no,1,0,amazing experience highly recommend,1,<12h
15162,male,46-60,west,books,online,snapdeal,4,very satisfied with the quality.,positive,13,yes,no,1,0,very satisfied with the quality,1,12-24h
15163,other,60+,central,books,online,meesho,2,not worth the price.,negative,3,yes,yes,1,1,not worth the price,-1,<12h
15164,other,46-60,east,travel,online,nykaa,1,customer service was unhelpful.,negative,69,no,yes,0,1,customer service was unhelpful,-1,>48h
15165,female,18-25,north,home & kitchen,online,paytm mall,2,customer service was unhelpful.,negative,11,yes,yes,1,1,customer service was unhelpful,-1,<12h
15166,male,46-60,central,books,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,41,yes,no,1,0,excellent product exceeded expectations,1,24-48h
15167,other,18-25,south,fashion,online,myntra,3,"product is okay, nothing special.",neutral,26,yes,no,1,0,product is okay nothing special,0,24-48h
15168,other,26-35,west,books,online,bigbasket,5,fast delivery and great packaging.,positive,16,yes,no,1,0,fast delivery and great packaging,1,12-24h
15169,female,18-25,north,sports,online,jiomart,2,customer service was unhelpful.,negative,3,yes,yes,1,1,customer service was unhelpful,-1,<12h
15170,female,60+,north,electronics,online,tata cliq,4,very satisfied with the quality.,positive,43,yes,no,1,0,very satisfied with the quality,1,24-48h
15171,other,26-35,west,automobile,online,swiggy instamart,5,fast delivery and great packaging.,positive,20,yes,no,1,0,fast delivery and great packaging,1,12-24h
15172,female,36-45,south,travel,online,snapdeal,2,product stopped working after few days.,negative,43,yes,yes,1,1,product stopped working after few days,-1,24-48h
15173,male,46-60,east,books,online,ajio,4,very satisfied with the quality.,positive,50,no,no,0,0,very satisfied with the quality,1,>48h
15174,male,60+,east,fashion,online,paytm mall,3,average experience overall.,neutral,31,yes,no,1,0,average experience overall,0,24-48h
15175,female,60+,north,books,online,snapdeal,5,very satisfied with the quality.,positive,31,yes,no,1,0,very satisfied with the quality,1,24-48h
